action="None",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:16",dest_ip="",dest_port="",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="",dns_query_type="A",dos_attack_event="Attack Started",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="",source_ip="",source_port="",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:31",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="60796",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:31",dest_ip="10.64.6.241",dest_port="0",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="0",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:36",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="59551",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:36",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="48685",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:36",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="48",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="58162",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:41",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="46282",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:41",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="35239",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:41",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="1",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="52772",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:41",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="8",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="58162",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:46",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="40111",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:46",dest_ip="10.64.6.241",dest_port="0",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="0",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:51",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="51401",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:51",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="37729",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:56",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="44125",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:37:56",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="39319",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:01",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="57044",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:01",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="40728",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:06",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="51190",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:06",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="40349",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:12",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="42441",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:12",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="57258",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:17",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="47107",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:17",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="59611",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:22",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="44931",vlan=""
action="Allow",hostname="jitterbug.dmeast.acopianet.com",bigip_mgmt_ip="10.255.69.68",context_name="/Common/vipDNS-Jitterbug",date_time="Dec 11 2017 09:38:22",dest_ip="10.64.6.241",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="777397685",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="52861",vlan=""
